Full_Tag,Yield_Count
Mnemosyne::First_Aid::Endocrine::Anatomy::Pituitary_Gland,21
Mnemosyne::First_Aid::Psychiatry::Pathology::Alcohol_Use_Disorder,21
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Neurotransmitter_Changes_With_Disease,21
Mnemosyne::First_Aid::Renal::Anatomy::Renal_Blood_Flow,20
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Cerebral_Cortex_Regions,20
Mnemosyne::First_Aid::Pharmacology::Pharmacokinetics_And_Pharmacodynamics::Pharmacokinetics,20
Mnemosyne::First_Aid::Gastrointestinal::Anatomy::Gastrointestinal_Blood_Supply_And_Innervation,20
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Peripheral_Nerve,20
Mnemosyne::First_Aid::Pathology::Neoplasia::Common_Metastases,20
Mnemosyne::First_Aid::Gastrointestinal::Physiology::Vitamin_And_Mineral_Absorption,20
Mnemosyne::First_Aid::Gastrointestinal::Physiology::Gastrointestinal_Regulatory_Substances,20
Mnemosyne::First_Aid::Biochemistry::Cellular::Collagen,20
Mnemosyne::First_Aid::Pathology::Aging::Normal_Aging,20
Mnemosyne::First_Aid::Respiratory::Pathology::Restrictive_Lung_Diseases,20
Mnemosyne::First_Aid::Cardiovascular::Pathology::Atherosclerosis,20
Mnemosyne::First_Aid::Pharmacology::Autonomic_Drugs::Sympathomimetics,20
Mnemosyne::First_Aid::Renal::Pathology::Renovascular_Disease,19
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pathology::Dementia,19
Mnemosyne::First_Aid::Respiratory::Physiology::Hypoxia_And_Hypoxemia,19
Mnemosyne::First_Aid::Cardiovascular::Physiology::Electrocardiogram,19
Mnemosyne::First_Aid::Cardiovascular::Physiology::Capillary_Fluid_Exchange,19
Mnemosyne::First_Aid::Gastrointestinal::Anatomy::Retroperitoneal_Structures,19
Mnemosyne::First_Aid::Hematology_And_Oncology::Physiology::Platelet_Plug_Formation_(Primary_Hemostasis),19
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pathology::Seizures,19
Mnemosyne::First_Aid::Renal::Anatomy::Glomerular_Anatomy,19
Mnemosyne::First_Aid::Biochemistry::Metabolism::Amino_Acids,19
Mnemosyne::First_Aid::Hematology_And_Oncology::Pathology::Coagulation_Disorders,19
Mnemosyne::First_Aid::Pathology::Neoplasia::Paraneoplastic_Syndromes,19
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pathology::Effects_Of_Strokes,18
Mnemosyne::First_Aid::Biochemistry::Nutrition::Vitamins:_Fat_Soluble,18
Mnemosyne::First_Aid::Psychiatry::Pathology::Childhood_And_Early-Onset_Disorders,18
Mnemosyne::First_Aid::Gastrointestinal::Anatomy::Liver_Tissue_Architecture,18
Mnemosyne::First_Aid::Renal::Pathology::Kidney_Stones,18
Mnemosyne::First_Aid::Cardiovascular::Pathology::Evolution_Of_Myocardial_Infarction,18
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pathology::Motor_Neuron_Signs,18
Mnemosyne::First_Aid::Hematology_And_Oncology::Anatomy::Macrophages,18
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Peptic_Ulcer_Disease,18
Mnemosyne::First_Aid::Microbiology::Systems::Sexually_Transmitted_Infections,18
Mnemosyne::First_Aid::Public_Health_Sciences::Healthcare_Delivery::Disease_Prevention,18
Mnemosyne::First_Aid::Hematology_And_Oncology::Anatomy::Lymphocytes,18
Mnemosyne::First_Aid::Renal::Physiology::Kidney_Hormone_Functions,17
Mnemosyne::First_Aid::Public_Health_Sciences::Epidemiology_And_Biostatistics::Evaluation_Of_Diagnostic_Tests,17
Mnemosyne::First_Aid::Microbiology::Systems::Bugs_Causing_Diarrhea,17
Mnemosyne::First_Aid::Hematology_And_Oncology::Anatomy::Erythrocytes,17
Mnemosyne::First_Aid::Immunology::Cellular_Components::Major_Histocompatibility_Complex_I_And_II,17
"Mnemosyne::First_Aid::Cardiovascular::Physiology::Resistance,_Pressure,_And_Flow",17
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Other_Intestinal_Disorders,17
Mnemosyne::First_Aid::Pathology::Neoplasia::Carcinogens,17
Mnemosyne::First_Aid::Gastrointestinal::Anatomy::Portosystemic_Anastomoses,17
Mnemosyne::First_Aid::Cardiovascular::Pharmacology::Lipid-Lowering_Agents,17
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pathology::Neuromuscular_Junction_Diseases",16
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Colorectal_Cancer,16
Mnemosyne::First_Aid::Renal::Pathology::Glomerular_Diseases,16
Mnemosyne::First_Aid::Biochemistry::Metabolism::Amino_Acid_Derivatives,16
Mnemosyne::First_Aid::Endocrine::Physiology::Parathyroid_Hormone,16
Mnemosyne::First_Aid::Reproductive::Physiology::Pregnancy,16
Mnemosyne::First_Aid::Pathology::Cellular_Injury::Necrosis,16
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Pancreatitis,16
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pathology::Osteoarthritis_Versus_Rheumatoid_Arthritis",16
Mnemosyne::First_Aid::Pharmacology::Autonomic_Drugs::G-Protein–Linked_Second_Messengers,16
Mnemosyne::First_Aid::Gastrointestinal::Physiology::Gastrointestinal_Secretory_Products,16
Mnemosyne::First_Aid::Pathology::Cellular_Injury::Cell_Injury,16
Mnemosyne::First_Aid::Pathology::Cellular_Injury::Ischemia,16
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Dermatology::Skin_Cancer",16
Mnemosyne::First_Aid::Gastrointestinal::Physiology::Bile,15
Mnemosyne::First_Aid::Renal::Anatomy::Course_Of_Ureters,15
Mnemosyne::First_Aid::Endocrine::Pathology::Hyperparathyroidism,15
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pharmacology::Nonsteroidal_Anti-Inflammatory_Drugs",15
Mnemosyne::First_Aid::Renal::Pathology::Consequences_Of_Renal_Failure,15
Mnemosyne::First_Aid::Immunology::Immune_Responses::Antibody_Structure_And_Function,15
Mnemosyne::First_Aid::Immunology::Immune_Responses::Immunoglobulin_Isotypes,15
Mnemosyne::First_Aid::Public_Health_Sciences::Epidemiology_And_Biostatistics::Bias_And_Study_Errors,15
Mnemosyne::First_Aid::Respiratory::Physiology::Lung_Volumes_And_Capacities,15
Mnemosyne::First_Aid::Immunology::Immune_Responses::Important_Cytokines,15
Mnemosyne::First_Aid::Hematology_And_Oncology::Anatomy::T_Cells,15
Mnemosyne::First_Aid::Biochemistry::Molecular::Mutations_In_DNA,15
Mnemosyne::First_Aid::Microbiology::Virology::RNA_Viruses,15
Mnemosyne::First_Aid::Reproductive::Pathology::Breast_Cancer,15
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Anatomy_And_Physiology::Bone_Formation",15
Mnemosyne::First_Aid::Microbiology::Basic_Bacteriology::Bacterial_Virulence_Factors,14
Mnemosyne::First_Aid::Microbiology::Mycology::Opportunistic_Fungal_Infections,14
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Spinal_Tract_Anatomy_And_Functions,14
Mnemosyne::First_Aid::Pharmacology::Autonomic_Drugs::Physiologic_Effects_Of_Sympathomimetics,14
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Gram-Negative_Lab_Algorithm,14
Mnemosyne::First_Aid::Renal::Pathology::Acute_Tubular_Necrosis,14
Mnemosyne::First_Aid::Pathology::Neoplasia::Tumor_Suppressor_Genes,14
Mnemosyne::First_Aid::Public_Health_Sciences::Communication_Skills::Delivering_Bad_News,14
Mnemosyne::First_Aid::Respiratory::Pharmacology::Asthma_Drugs,14
Mnemosyne::First_Aid::Reproductive::Physiology::Tanner_Stages_Of_Sexual_Development,14
Mnemosyne::First_Aid::Pathology::Neoplasia::Oncogenic_Microbes,14
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pharmacology::Opioid_Analgesics,14
Mnemosyne::First_Aid::Endocrine::Anatomy::Adrenal_Cortex_And_Medulla,14
Mnemosyne::First_Aid::Psychiatry::Pathology::Major_Depressive_Disorder,14
Mnemosyne::First_Aid::Public_Health_Sciences::Ethics::Informed_Consent,14
Mnemosyne::First_Aid::Biochemistry::Metabolism::Fasted_Versus_Fed_State,14
Mnemosyne::First_Aid::Public_Health_Sciences::Ethics::Core_Ethical_Principles,14
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Brainstem—Ventral_View,14
Mnemosyne::First_Aid::Hematology_And_Oncology::Anatomy::B_Cells,14
Mnemosyne::First_Aid::Renal::Pathology::Pyelonephritis,14
Mnemosyne::First_Aid::Cardiovascular::Pharmacology::Hypertension_Treatment,14
Mnemosyne::First_Aid::Endocrine::Pathology::Hypothyroidism_Versus_Hyperthyroidism,14
Mnemosyne::First_Aid::Pathology::Cellular_Injury::Apoptosis,14
Mnemosyne::First_Aid::Cardiovascular::Pathology::Congenital_Heart_Diseases,14
Mnemosyne::First_Aid::Reproductive::Pathology::Breast_Pathology,14
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Dermatology::Miscellaneous_Skin_Disorders",13
Mnemosyne::First_Aid::Biochemistry::Cellular::Collagen_Synthesis_And_Structure,13
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Dermatology::Skin_Infections",13
Mnemosyne::First_Aid::Biochemistry::Metabolism::Key_Enzymes_In_Lipid_Transport,13
Mnemosyne::First_Aid::Pathology::Inflammation::Scar_Formation,13
Mnemosyne::First_Aid::Endocrine::Pathology::Hyperthyroidism,13
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pathology::Primary_Bone_Tumors",13
Mnemosyne::First_Aid::Pharmacology::Autonomic_Drugs::β-Blockers,13
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pharmacology::Arachidonic_Acid_Pathways",13
Mnemosyne::First_Aid::Renal::Pathology::Hydronephrosis,13
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pathology::Vasculitides",13
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Tuberculosis,13
Mnemosyne::First_Aid::Hematology_And_Oncology::Pathology::Plasma_Cell_Dyscrasias,13
Mnemosyne::First_Aid::Cardiovascular::Physiology::Baroreceptors_And_Chemoreceptors,13
Mnemosyne::First_Aid::Immunology::Immune_Responses::Transplant_Rejection,13
Mnemosyne::First_Aid::Cardiovascular::Pathology::Arteriosclerosis,13
Mnemosyne::First_Aid::Pathology::Neoplasia::Tumor_Nomenclature,13
Mnemosyne::First_Aid::Endocrine::Physiology::Signaling_Pathways_Of_Steroid_Hormones,13
Mnemosyne::First_Aid::Biochemistry::Cellular::Cell_Trafficking,13
Mnemosyne::First_Aid::Cardiovascular::Physiology::Pressure-Volume_Loops_And_Cardiac_Cycle,13
Mnemosyne::First_Aid::Biochemistry::Nutrition::Vitamin_D,13
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pathology::Lab_Values_In_Bone_Disorders",13
Mnemosyne::First_Aid::Microbiology::Virology::DNA_Viruses,13
Mnemosyne::First_Aid::Hematology_And_Oncology::Physiology::Thrombogenesis,13
Mnemosyne::First_Aid::Biochemistry::Molecular::Posttranslational_Modifications,13
Mnemosyne::First_Aid::Pathology::Inflammation::Chronic_Inflammation,13
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pathology::Neurodegenerative_Movement_Disorders,12
Mnemosyne::First_Aid::Hematology_And_Oncology::Pathology::Non-Hodgkin_Lymphoma,12
Mnemosyne::First_Aid::Pharmacology::Autonomic_Drugs::Acetylcholine_Receptors,12
Mnemosyne::First_Aid::Hematology_And_Oncology::Pharmacology::Cancer_Therapy—Targets,12
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Escherichia_Coli,12
Mnemosyne::First_Aid::Renal::Pharmacology::Diuretics_Site_Of_Action,12
Mnemosyne::First_Aid::Immunology::Cellular_Components::Major_Functions_Of_B_And_T_Cells,12
Mnemosyne::First_Aid::Respiratory::Physiology::Ventilation,12
Mnemosyne::First_Aid::Microbiology::Virology::Hepatitis_Viruses,12
Mnemosyne::First_Aid::Pharmacology::Toxicities_And_Side_Effects::Drug_Reactions—Musculoskeletal/Skin/Connective_Tissue,12
Mnemosyne::First_Aid::Public_Health_Sciences::Epidemiology_And_Biostatistics::Incidence_Versus_Prevalence,12
Mnemosyne::First_Aid::Microbiology::Virology::Viral_Structure-General_Features,12
Mnemosyne::First_Aid::Endocrine::Anatomy::Endocrine_Pancreas_Cell_Types,12
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Anatomy_And_Physiology::Hand_Muscles",12
Mnemosyne::First_Aid::Pathology::Neoplasia::Oncogenes,12
Mnemosyne::First_Aid::Reproductive::Pathology::Uterine_Conditions,12
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Serum_Markers_Of_Liver_Pathology,12
Mnemosyne::First_Aid::Immunology::Immune_Responses::Vaccination,12
Mnemosyne::First_Aid::Gastrointestinal::Anatomy::Biliary_Structures,12
Mnemosyne::First_Aid::Biochemistry::Genetics::Population_Genetics,12
Mnemosyne::First_Aid::Immunology::Cellular_Components::Cytotoxic_T_Cells,12
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Staphylococcus_Aureus,12
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pathology::Aneurysms,12
Mnemosyne::First_Aid::Public_Health_Sciences::Epidemiology_And_Biostatistics::Statistical_Distribution,12
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Neisseria,12
Mnemosyne::First_Aid::Microbiology::Systems::Common_Causes_Of_Meningitis,12
Mnemosyne::First_Aid::Reproductive::Anatomy::Autonomic_Innervation_Of_Male_Sexual_Response,11
Mnemosyne::First_Aid::Public_Health_Sciences::Epidemiology_And_Biostatistics::Outcomes_Of_Statistical_Hypothesis_Testing,11
Mnemosyne::First_Aid::Microbiology::Systems::Cerebrospinal_Fluid_Findings_In_Meningitis,11
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Anatomy_And_Physiology::Vascular_Smooth_Muscle_Contraction_And_Relaxation",11
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Dermatology::Dermatologic_Macroscopic_Terms",11
Mnemosyne::First_Aid::Respiratory::Physiology::Lung_And_Chest_Wall_Properties,11
Mnemosyne::First_Aid::Microbiology::Basic_Bacteriology::Bacterial_Structures,11
"Mnemosyne::First_Aid::Biochemistry::Metabolism::Gluconeogenesis,_Irreversible_Enzymes",11
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pharmacology::Aspirin",11
Mnemosyne::First_Aid::Microbiology::Basic_Bacteriology::Bacterial_Genetics,11
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Cranial_Nerve_Nuclei,11
Mnemosyne::First_Aid::Psychiatry::Pathology::Substance_Use_Disorder,11
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pathology::Spinal_Cord_Lesions,11
Mnemosyne::First_Aid::Pathology::Inflammation::Leukocyte_Extravasation,11
Mnemosyne::First_Aid::Immunology::Immune_Responses::Complement,11
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Alcoholic_Liver_Disease,11
Mnemosyne::First_Aid::Pharmacology::Toxicities_And_Side_Effects::Drug_Reactions—Renal/Genitourinary,11
Mnemosyne::First_Aid::Reproductive::Pathology::Diagnosing_Disorders_By_Physical_Characteristics,11
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Neurons,11
Mnemosyne::First_Aid::Biochemistry::Metabolism::Fatty_Acid_Metabolism,11
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pathology::Headaches,11
Mnemosyne::First_Aid::Immunology::Immune_Responses::Respiratory_Burst,11
Mnemosyne::First_Aid::Reproductive::Pathology::Most_Common_Causes_Of_Anovulation,11
Mnemosyne::First_Aid::Public_Health_Sciences::Communication_Skills::Challenging_Patient_And_Ethical_Scenarios,11
Mnemosyne::First_Aid::Endocrine::Physiology::Adrenal_Steroids_And_Congenital_Adrenal_Hyperplasias,11
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Basal_Ganglia,11
Mnemosyne::First_Aid::Pathology::Cellular_Injury::Cellular_Adaptations,11
Mnemosyne::First_Aid::Endocrine::Pharmacology::Diabetes_Mellitus_Therapy,11
Mnemosyne::First_Aid::Biochemistry::Nutrition::Ethanol_Metabolism,11
Mnemosyne::First_Aid::Cardiovascular::Pathology::Cardiomyopathies,11
"Mnemosyne::First_Aid::Hematology_And_Oncology::Pathology::Normocytic,_Normochromic_Anemias",10
Mnemosyne::First_Aid::Renal::Pharmacology::Thiazide_Diuretics,10
Mnemosyne::First_Aid::Biochemistry::Nutrition::Vitamins:_Water_Soluble,10
Mnemosyne::First_Aid::Microbiology::Antimicrobials::HIV_Therapy,10
Mnemosyne::First_Aid::Reproductive::Embryology::Embryologic_Derivatives,10
Mnemosyne::First_Aid::Reproductive::Embryology::Sexual_Differentiation,10
Mnemosyne::First_Aid::Respiratory::Pathology::Deep_Venous_Thrombosis,10
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Cholelithiasis_And_Related_Pathologies,10
Mnemosyne::First_Aid::Renal::Physiology::Changes_In_Glomerular_Dynamics,10
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pathology::Wrist_And_Hand_Injuries",10
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Limbic_System,10
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Clinical_Reflexes,10
Mnemosyne::First_Aid::Cardiovascular::Pharmacology::Cardiovascular_Agents_And_Molecular_Targets,10
Mnemosyne::First_Aid::Public_Health_Sciences::Ethics::Confidentiality,10
Mnemosyne::First_Aid::Renal::Physiology::Hormones_Acting_On_Kidney,10
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Cerebral_Arteries—Cortical_Distribution,10
Mnemosyne::First_Aid::Endocrine::Pathology::Hypothyroidism,10
Mnemosyne::First_Aid::Reproductive::Physiology::Human_Chorionic_Gonadotropin,10
Mnemosyne::First_Aid::Endocrine::Physiology::Cortisol,10
Mnemosyne::First_Aid::Psychiatry::Pathology::Personality_Disorders,10
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Dopaminergic_Pathways,10
Mnemosyne::First_Aid::Biochemistry::Molecular::De_Novo_Pyrimidine_And_Purine_Synthesis,10
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Streptococcus_Pneumoniae,10
Mnemosyne::First_Aid::Biochemistry::Genetics::Cystic_Fibrosis,10
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pathology::Childhood_Musculoskeletal_Conditions",10
Mnemosyne::First_Aid::Biochemistry::Metabolism::Lysosomal_Storage_Diseases,10
Mnemosyne::First_Aid::Biochemistry::Metabolism::Familial_Dyslipidemias,10
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pathology::Systemic_Lupus_Erythematosus",10
Mnemosyne::First_Aid::Gastrointestinal::Pharmacology::Acid_Suppression_Therapy,10
Mnemosyne::First_Aid::Biochemistry::Metabolism::Lipoprotein_Functions,10
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Ophthalmology::Visual_Field_Defects,10
Mnemosyne::First_Aid::Respiratory::Embryology::Alveolar_Cell_Types,10
Mnemosyne::First_Aid::Pharmacology::Pharmacokinetics_And_Pharmacodynamics::Elimination_Of_Drugs,10
